snapshot_date,currency,is_trading_day,opening_position_usd,net_buys_usd,net_sells_usd,closing_position_usd,confirmed_trade_count
2023-01-25,XAF,True,2109100.16,541500.0,170499.92,2480100.24,3
2023-01-25,ZAR,True,-239683.19,653998.78,191496.13,222819.46,5
2023-01-25,ZMW,True,-1890600.3,0.0,0.0,-1890600.3,0
2023-01-26,GHS,True,-537774.91,0.0,1497996.59,-2035771.5,3
2023-01-26,KES,True,1291751.17,274000.17,337499.63,1228251.71,3
2023-01-26,NGN,True,3451000.24,284499.95,41500.09,3694000.1,2
2023-01-26,TZS,True,-4794699.96,0.0,365999.96,-5160699.92,2
2023-01-26,UGX,True,-870600.0,269999.99,287999.99,-888600.0,3
2023-01-26,XAF,True,2480100.24,0.0,0.0,2480100.24,0
2023-01-26,ZAR,True,222819.46,53499.39,77498.05,198820.8,2
2023-01-26,ZMW,True,-1890600.3,0.0,1989000.58,-3879600.88,2
2023-01-27,GHS,True,-2035771.5,0.0,644997.68,-2680769.18,3
2023-01-27,KES,True,1228251.71,211999.96,751000.58,689251.09,5
2023-01-27,NGN,True,3694000.1,271499.91,410000.02,3555499.99,3
2023-01-27,TZS,True,-5160699.92,130500.0,251499.99,-5281699.91,3
2023-01-27,UGX,True,-888600.0,549500.03,510499.99,-849599.96,5
2023-01-27,XAF,True,2480100.24,116500.02,0.0,2596600.26,1
2023-01-27,ZAR,True,198820.8,0.0,0.0,198820.8,0
2023-01-27,ZMW,True,-3879600.88,0.0,0.0,-3879600.88,0
2023-01-28,GHS,False,-2680769.18,0.0,0.0,-2680769.18,0
2023-01-28,KES,False,689251.09,0.0,0.0,689251.09,0
2023-01-28,NGN,False,3555499.99,0.0,0.0,3555499.99,0
2023-01-28,TZS,False,-5281699.91,0.0,0.0,-5281699.91,0
2023-01-28,UGX,False,-849599.96,0.0,0.0,-849599.96,0
2023-01-28,XAF,False,2596600.26,0.0,0.0,2596600.26,0
2023-01-28,ZAR,False,198820.8,0.0,0.0,198820.8,0
2023-01-28,ZMW,False,-3879600.88,0.0,0.0,-3879600.88,0
2023-01-29,GHS,False,-2680769.18,0.0,0.0,-2680769.18,0
2023-01-29,KES,False,689251.09,0.0,0.0,689251.09,0
2023-01-29,NGN,False,3555499.99,0.0,0.0,3555499.99,0
2023-01-29,TZS,False,-5281699.91,0.0,0.0,-5281699.91,0
2023-01-29,UGX,False,-849599.96,0.0,0.0,-849599.96,0
2023-01-29,XAF,False,2596600.26,0.0,0.0,2596600.26,0
2023-01-29,ZAR,False,198820.8,0.0,0.0,198820.8,0
2023-01-29,ZMW,False,-3879600.88,0.0,0.0,-3879600.88,0
2023-01-30,GHS,True,-2680769.18,2070004.47,126996.83,-737761.54,4
2023-01-30,KES,True,689251.09,0.0,220500.12,468750.97,2
2023-01-30,NGN,True,3555499.99,766499.94,182499.91,4139500.02,3
2023-01-30,TZS,True,-5281699.91,611000.01,106000.0,-4776699.9,2
2023-01-30,UGX,True,-849599.96,373000.01,415999.99,-892599.94,4
2023-01-30,XAF,True,2596600.26,472499.91,316999.94,2752100.23,3
2023-01-30,ZAR,True,198820.8,0.0,32001.43,166819.37,1
2023-01-30,ZMW,True,-3879600.88,0.0,214500.17,-4094101.05,2
2023-01-31,GHS,True,-737761.54,575005.45,127003.86,-289759.95,3
2023-01-31,KES,True,468750.97,0.0,453999.67,14751.3,1
2023-01-31,NGN,True,4139500.02,0.0,188000.1,3951499.92,2
2023-01-31,TZS,True,-4776699.9,664999.97,658000.03,-4769699.96,8
2023-01-31,UGX,True,-892599.94,0.0,0.0,-892599.94,0
2023-01-31,XAF,True,2752100.23,498000.06,172500.05,3077600.24,2
2023-01-31,ZAR,True,166819.37,848997.89,169997.07,845820.19,2
2023-01-31,ZMW,True,-4094101.05,889000.28,611496.08,-3816596.85,3
2023-02-01,GHS,True,-289759.95,1307998.63,520996.87,497241.81,4
2023-02-01,KES,True,14751.3,122499.67,602999.49,-465748.52,4
2023-02-01,NGN,True,3951499.92,248999.9,0.0,4200499.82,1
2023-02-01,TZS,True,-4769699.96,0.0,0.0,-4769699.96,0
2023-02-01,UGX,True,-892599.94,0.0,409000.01,-1301599.95,1
2023-02-01,XAF,True,3077600.24,165000.01,1717499.96,1525100.29,4
2023-02-01,ZAR,True,845820.19,0.0,35502.15,810318.04,1
2023-02-01,ZMW,True,-3816596.85,441500.86,0.0,-3375095.99,3
2023-02-02,GHS,True,497241.81,141500.34,306501.34,332240.81,3
2023-02-02,KES,True,-465748.52,0.0,57999.77,-523748.29,1
2023-02-02,NGN,True,4200499.82,1049499.85,636499.98,4613499.69,4
2023-02-02,TZS,True,-4769699.96,171000.02,287500.01,-4886199.95,3
2023-02-02,UGX,True,-1301599.95,269499.99,763499.98,-1795599.94,4
2023-02-02,XAF,True,1525100.29,0.0,52999.98,1472100.31,1
2023-02-02,ZAR,True,810318.04,884999.63,236498.15,1458819.52,3
2023-02-02,ZMW,True,-3375095.99,0.0,132500.98,-3507596.97,1
2023-02-03,GHS,True,332240.81,254500.51,0.0,586741.32,1
2023-02-03,KES,True,-523748.29,174500.22,0.0,-349248.07,1
2023-02-03,NGN,True,4613499.69,95500.06,349500.06,4359499.69,2
2023-02-03,TZS,True,-4886199.95,223000.0,948500.0,-5611699.95,3
2023-02-03,UGX,True,-1795599.94,0.0,0.0,-1795599.94,0
2023-02-03,XAF,True,1472100.31,149499.96,0.0,1621600.27,1
2023-02-03,ZAR,True,1458819.52,63002.22,239000.48,1282821.26,3
2023-02-03,ZMW,True,-3507596.97,92001.22,0.0,-3415595.75,1
2023-02-04,GHS,False,586741.32,0.0,0.0,586741.32,0
2023-02-04,KES,False,-349248.07,0.0,0.0,-349248.07,0
2023-02-04,NGN,False,4359499.69,0.0,0.0,4359499.69,0
2023-02-04,TZS,False,-5611699.95,0.0,0.0,-5611699.95,0
2023-02-04,UGX,False,-1795599.94,0.0,0.0,-1795599.94,0
2023-02-04,XAF,False,1621600.27,0.0,0.0,1621600.27,0
2023-02-04,ZAR,False,1282821.26,0.0,0.0,1282821.26,0
2023-02-04,ZMW,False,-3415595.75,0.0,0.0,-3415595.75,0
2023-02-05,GHS,False,586741.32,0.0,0.0,586741.32,0
2023-02-05,KES,False,-349248.07,0.0,0.0,-349248.07,0
2023-02-05,NGN,False,4359499.69,0.0,0.0,4359499.69,0
2023-02-05,TZS,False,-5611699.95,0.0,0.0,-5611699.95,0
2023-02-05,UGX,False,-1795599.94,0.0,0.0,-1795599.94,0
2023-02-05,XAF,False,1621600.27,0.0,0.0,1621600.27,0
2023-02-05,ZAR,False,1282821.26,0.0,0.0,1282821.26,0
2023-02-05,ZMW,False,-3415595.75,0.0,0.0,-3415595.75,0
2023-02-06,GHS,True,586741.32,481995.42,0.0,1068736.74,3
2023-02-06,KES,True,-349248.07,538000.35,287499.59,-98747.31,3
2023-02-06,NGN,True,4359499.69,837499.91,705000.02,4491999.58,5
2023-02-06,TZS,True,-5611699.95,379500.03,126500.01,-5358699.93,3
2023-02-06,UGX,True,-1795599.94,203500.0,1018500.01,-2610599.95,3
2023-02-06,XAF,True,1621600.27,1000000.0,484499.98,2137100.29,5
2023-02-06,ZAR,True,1282821.26,457001.23,0.0,1739822.49,1
2023-02-06,ZMW,True,-3415595.75,454499.31,0.0,-2961096.44,2
2023-02-07,GHS,True,1068736.74,94004.47,508492.86,654248.35,3
2023-02-07,KES,True,-98747.31,0.0,0.0,-98747.31,0
2023-02-07,NGN,True,4491999.58,0.0,295500.03,4196499.55,2
2023-02-07,TZS,True,-5358699.93,0.0,0.0,-5358699.93,0
2023-02-07,UGX,True,-2610599.95,0.0,1154500.0,-3765099.95,3
2023-02-07,XAF,True,2137100.29,0.0,0.0,2137100.29,0
2023-02-07,ZAR,True,1739822.49,137498.08,0.0,1877320.57,1
2023-02-07,ZMW,True,-2961096.44,787999.53,293000.96,-2466097.87,6
2023-02-08,GHS,True,654248.35,353504.88,260497.19,747256.04,3
2023-02-08,KES,True,-98747.31,763500.34,76500.07,588252.96,3
2023-02-08,NGN,True,4196499.55,0.0,183000.01,4013499.54,1
2023-02-08,TZS,True,-5358699.93,0.0,399000.03,-5757699.96,2
2023-02-08,UGX,True,-3765099.95,441499.98,1450499.99,-4774099.96,3
2023-02-08,XAF,True,2137100.29,374499.94,0.0,2511600.23,2
2023-02-08,ZAR,True,1877320.57,101001.34,942999.31,1035322.6,2
2023-02-08,ZMW,True,-2466097.87,486997.85,88501.5,-2067601.52,3
2023-02-09,GHS,True,747256.04,56999.69,0.0,804255.73,1
2023-02-09,KES,True,588252.96,159000.15,41000.34,706252.77,3
2023-02-09,NGN,True,4013499.54,595000.09,1453000.12,3155499.51,6
2023-02-09,TZS,True,-5757699.96,136499.98,411000.0,-6032199.98,2
2023-02-09,UGX,True,-4774099.96,773499.99,172000.01,-4172599.98,4
2023-02-09,XAF,True,2511600.23,1928499.98,0.0,4440100.21,2
2023-02-09,ZAR,True,1035322.6,0.0,0.0,1035322.6,0
2023-02-09,ZMW,True,-2067601.52,223998.4,789002.4,-2632605.52,5
2023-02-10,GHS,True,804255.73,74499.69,0.0,878755.42,1
2023-02-10,KES,True,706252.77,326999.44,0.0,1033252.21,2
2023-02-10,NGN,True,3155499.51,103000.06,144999.92,3113499.65,3
2023-02-10,TZS,True,-6032199.98,565999.96,0.0,-5466200.02,3
2023-02-10,UGX,True,-4172599.98,0.0,296499.99,-4469099.97,2
2023-02-10,XAF,True,4440100.21,384500.03,909000.05,3915600.19,3
2023-02-10,ZAR,True,1035322.6,969002.36,257997.37,1746327.59,4
2023-02-10,ZMW,True,-2632605.52,145499.96,1156001.3,-3643106.86,3
2023-02-11,GHS,False,878755.42,0.0,0.0,878755.42,0
2023-02-11,KES,False,1033252.21,0.0,0.0,1033252.21,0
2023-02-11,NGN,False,3113499.65,0.0,0.0,3113499.65,0
2023-02-11,TZS,False,-5466200.02,0.0,0.0,-5466200.02,0
2023-02-11,UGX,False,-4469099.97,0.0,0.0,-4469099.97,0
2023-02-11,XAF,False,3915600.19,0.0,0.0,3915600.19,0
2023-02-11,ZAR,False,1746327.59,0.0,0.0,1746327.59,0
2023-02-11,ZMW,False,-3643106.86,0.0,0.0,-3643106.86,0
2023-02-12,GHS,False,878755.42,0.0,0.0,878755.42,0
2023-02-12,KES,False,1033252.21,0.0,0.0,1033252.21,0
2023-02-12,NGN,False,3113499.65,0.0,0.0,3113499.65,0
2023-02-12,TZS,False,-5466200.02,0.0,0.0,-5466200.02,0
2023-02-12,UGX,False,-4469099.97,0.0,0.0,-4469099.97,0
2023-02-12,XAF,False,3915600.19,0.0,0.0,3915600.19,0
2023-02-12,ZAR,False,1746327.59,0.0,0.0,1746327.59,0
2023-02-12,ZMW,False,-3643106.86,0.0,0.0,-3643106.86,0
2023-02-13,GHS,True,878755.42,827002.83,0.0,1705758.25,2
2023-02-13,KES,True,1033252.21,625499.7,42000.25,1616751.66,4
2023-02-13,NGN,True,3113499.65,0.0,671499.95,2441999.7,2
2023-02-13,TZS,True,-5466200.02,0.0,101000.0,-5567200.02,1
2023-02-13,UGX,True,-4469099.97,0.0,0.0,-4469099.97,0
2023-02-13,XAF,True,3915600.19,99000.04,59500.04,3955100.19,2
2023-02-13,ZAR,True,1746327.59,0.0,0.0,1746327.59,0
2023-02-13,ZMW,True,-3643106.86,0.0,0.0,-3643106.86,0
2023-02-14,GHS,True,1705758.25,253003.88,0.0,1958762.13,1
2023-02-14,KES,True,1616751.66,50500.04,361500.29,1305751.41,3
2023-02-14,NGN,True,2441999.7,1212500.01,900500.02,2753999.69,5
2023-02-14,TZS,True,-5567200.02,697000.05,607499.98,-5477699.95,5
2023-02-14,UGX,True,-4469099.97,110000.0,240500.0,-4599599.97,2
2023-02-14,XAF,True,3955100.19,67999.94,174000.06,3849100.07,3
2023-02-14,ZAR,True,1746327.59,132500.05,853001.27,1025826.37,5
2023-02-14,ZMW,True,-3643106.86,0.0,1373001.0,-5016107.86,3
2023-02-15,GHS,True,1958762.13,98504.64,1963989.4,93277.37,5
2023-02-15,KES,True,1305751.41,0.0,185000.32,1120751.09,1
2023-02-15,NGN,True,2753999.69,0.0,142000.1,2611999.59,1
2023-02-15,TZS,True,-5477699.95,144999.99,650000.0,-5982699.96,2
2023-02-15,UGX,True,-4599599.97,0.0,0.0,-4599599.97,0
2023-02-15,XAF,True,3849100.07,268500.02,164500.07,3953100.02,2
2023-02-15,ZAR,True,1025826.37,0.0,0.0,1025826.37,0
2023-02-15,ZMW,True,-5016107.86,311498.19,0.0,-4704609.67,2
2023-02-16,GHS,True,93277.37,106495.57,0.0,199772.94,1
2023-02-16,KES,True,1120751.09,0.0,122000.34,998750.75,1
2023-02-16,NGN,True,2611999.59,0.0,0.0,2611999.59,0
2023-02-16,TZS,True,-5982699.96,0.0,0.0,-5982699.96,0
2023-02-16,UGX,True,-4599599.97,488000.01,394000.01,-4505599.97,5
2023-02-16,XAF,True,3953100.02,506500.01,0.0,4459600.03,1
2023-02-16,ZAR,True,1025826.37,177502.51,0.0,1203328.88,1
2023-02-16,ZMW,True,-4704609.67,105499.09,132499.78,-4731610.36,2
2023-02-17,GHS,True,199772.94,0.0,0.0,199772.94,0
2023-02-17,KES,True,998750.75,400000.0,576000.38,822750.37,4
2023-02-17,NGN,True,2611999.59,17999.98,47499.98,2582499.59,2
2023-02-17,TZS,True,-5982699.96,538000.04,0.0,-5444699.92,4
2023-02-17,UGX,True,-4505599.97,150499.99,0.0,-4355099.98,1
2023-02-17,XAF,True,4459600.03,1014500.01,0.0,5474100.04,2
2023-02-17,ZAR,True,1203328.88,152002.0,0.0,1355330.88,1
2023-02-17,ZMW,True,-4731610.36,641998.64,1168000.47,-5257612.19,4
2023-02-18,GHS,False,199772.94,0.0,0.0,199772.94,0
2023-02-18,KES,False,822750.37,0.0,0.0,822750.37,0
2023-02-18,NGN,False,2582499.59,0.0,0.0,2582499.59,0
2023-02-18,TZS,False,-5444699.92,0.0,0.0,-5444699.92,0
2023-02-18,UGX,False,-4355099.98,0.0,0.0,-4355099.98,0
2023-02-18,XAF,False,5474100.04,0.0,0.0,5474100.04,0
